content,score
Sangat membantu!!,5
Aplikasi meta di hp saya gak muncul ..walau sudah dupdate yg terbaru...oppoA78..padahal hp lainnya sudah bisa..kenapa ya,1
Sngt baguss,5
Bagus,3
Mantab,5
oke,4
Wa memang mantap,5
Wahhh parah bett co gua udah instal wa mya langsung tidk terinstal gimana ini tolong di perbaiki sayah tidak inginn begitu minnn😠,1
sudah update kok belum bisa buat story pake musik ya,5
Bisa berkomunikasi,5
Sangat cocok dan Bagus,5
Cukup puas,5
ok,5
bagus,5
Bgus,5
Keren👍🥱,5
Jgn ganggu,5
Sangat mengecewakan,1
Bagus Sangt membantu,5
Saya sangat senang,5
Ok zoosssss....,5
"saya terkena peringatan spam terus menerus dan saya harus menunggu 24 jam untuk tinjauan akun saya, saya padahal tidak pernah mengspam siapapun",1
"Ketika ada panggilan masuk, harus buka aplikasi baru bisa jawab panggilan",1
Sangat bagus,5
Mantap,4
Y penting sekali,4
Memuaskan,5
Oke,5
Wa sangat terbaik 👍,5
"Kenapa jadi notifikasinya gak muncul ya, chat dan telpon untuk xiaomi. Wah parah ini sih, pop up nya jadi gak bisa",1
"oy WhatsApp, kenapa si aku mau buat grup kelas sekolah ke spam akun WhatsApp saya, padahal saya masukin ke grup kelas saya cumn 38 tapi respon mu WhatsApp langsung spam akun, kalau ke ban 7 jam gapapa, ini permanen, bukannya saya sembarangan ngomong ya WhatsApp tapi saya ada buktinya",1
Sangat baik,5
bagus semua lancar-lancar saja,5
"Sementara ini saya kasih bintang 2 aja soalnya saya mau upload vidio ga bisa ada tulisan ""format file ini tidak di dukung"" padahal file nya itu ga terlalu gede gede banget tolong di perbaiki lagi bug nya🙏🏻🙏🏻",2
Wa sering keban,1
Ra iso login cok,1
Setelah update makin keren karena ada fitur baru META AI,5
Sangat bgus,5
Sangat berguna untuk menelepon orang,5
Saya sangat suka dengan update-an terbaru ini 😁😁😁😁,5
Login koq gak bisa habis kena spam kemarin,5
Top,5
aku gak bisa kirim vidio ini kenapa yah udah lama banget,3
Huuuuuuuuuu banyak update terbaru,1
Percuma nge downlod juga ga ada yang ngechet,1
bagus saya suka,3
Meta al GK muncul,5
Senang & bagus,5
Ok,5
"Sudah update tapi buat bikin status foto yang biar bisa ada lagu nya, malah gak nongol alias gak ada .",3
Wa saya tidak bisa dibuka kenapa,5
"dengan IG saya bisa menghasilkan uang dari rumah setiap hari,tapi belum mengerti caranya",5
kenapa wa yg skg kalo buat vc pas video terjeda/dijeda nggak bisa di on lagi yaa kameranya..harus dimatiin trus vc ulang🤦🤦,1
bisa cetan sama fidiokol ayang,5
aku saya entah mengapa di banned padahal gk lakuin apapun memang rusak whatsapp sekarang,1
Kok WhatsApp saya ban permanen,1
Bekerja,5
"kenapa sihh sekarang wa jadi ga jelas gini udah beberapa hari ini kena spam ga jelas padahal lagi penting penting nyaaa buat komunikasi, tolongg cepet di perbaharuinnn kalo gitu terus jadi susah buat komunikasi nyaa",2
"nice, memudahkan dalam berkomunikasi",5
"Hallo admin WhatsApp, mohon bantuannya untuk mengaktifkan akun WhatsApp saya kembali karena saya tidak melakukan spam,saya mohon bantuannya untuk membuka akun saya kembali terimakasih",1
Sangat memuaskan,5
Heri,1
"File lawas sering ga bisa didownload, padahal blm ganti hp... Backup cadangan secara offline juga ribet... Pokoknya nggak bisa diandalkan untuk urusan simpan file/ file sharing buruk.. Berkaca dong sama telegram...",1
Aplikasi ini sangat memudahkan dalam berkomunikasi,5
oke,5
gimana kok malah hilang aplikasiny,5
Bagus si tpi update ny lama skli ya?,3
ok bngt d,5
"lebih suka dengan menu lama.sering adanya pembaruan justru meresahkan pengguna buat update vidio, sebelum share.kualitas gambar sangat bagus.setelah selesai share,vidio berubah jadi burik..sangat mengecewakan",1
"Algoritma whatshapp sangat tidak fair dan kurang komit dalam memutuskan suatu masalah pelanggaran akun tidak memberitahu apa jenis pelanggaran yg didapati Tim dukungan Whatshapp jg bisa memulihkan akun secara permanen,,saat ada pelanggaran tim whatshapp meninjau ulang disaat user mengirimkan permohonan melalui email maupun dlm bentuk applikasi whatshapp itu sendiri,permintaan tinjau ulang dikinfimasi atau akun dipulihkan namun beberapa saat saat akun whatshapp aktif akan terblokir kembali",1
Bagus,5
Apk asu sering ngebug chat audio ga bisa di matiin Ampe 28 jam ga bisa bjir emng anj,1
Vitur watsap TDK bsa terbuka,5
God Bagus,5
Bagus,5
entah kenapa wa saya ke blokir terus menerus padahal tidak melakukan spam terhadap kontak maupun orng asing tapi mengapa WhatsApp selalu memblokir nomor saya padahal saya udah ganti alamat IP tapi masih saja di blokir apk WhatsApp sekarang udh gak jelas GK kaya dulu lagi,1
ini kenapa ya chat AI nya gabisa di chat sama sekali?,4
Kenapa foto dan video jadi buram saat dibikin story??,3
brapA harganya ???,5
Saya kasi Bing tang lima karna aplikasi ini bagus saya suka,5
ga bisa update,5
"Bagusss, udah tak update tpi belom bisa kaya yg lain yg udah bisa pake musik fitur WhatsApp",5
supanya dapat bantuan,5
"sat vc mati"" sendiri bikin gak nyaman",1
Gk bisa kirimkan lokasi,5
Aplikasi ini sangat bagus dan membantu saya untuk sesuatu yang ada hubungan ya dengan whatsapp jika saya ingin bertemu atau ada info whatsapp sangat membantu tapi saya minta tolong ada bug kadang kadang suka keluar sendiri dan status ya gak bisa di pencet atau tidak bisa di putar vidio nya menurut saya harus di perbaiki lagi seperti bug ya di hilang kan,5
Wkkwkwkwkwkkwkw hmmmm Bikin loading cok,3
Puas dengan aplikasi ini,5
ok,5
"Admin WhatsApp maaf bisa tolong bantu saya? Saya tidak melakukan spam tapi tidak bisa masuk WhatsApp, tolong di buka lagi pliss saya minta tolong",5
Bagus dan memuaskan,5
sippp,5
Jelek,5
Notifikasi panggilan berlangsung mengganggu banget,5
Sangat bermanfaat,5
"grafik statusnya naikin lah, makin kesini malah makin jelek gini grafiknya",2
Gabisa ada efek nya,4
biyar bintang yg berpicara,5
bagus bagt mana ada tambahan AI neng meta lagi,5
sangat keren,5
aplikasi yg sangat bagus,5
Good,5
Saya senang sekali mempunyai aplikasi ini😘😘,5
Sunguh orzinal,1
"🙏 🇮🇩 Izin, Baek sy ,Daniel Kabey. Sy lihat prog. Ini BOlM WONG dan sy sangat tertarik dan lngin /mawu lkut program BOIM WONG. walaupun sy tidak tahu / mengerti tapi sy kayac x penasarang mau lkut lni prog. BOIM WONG 🙏 🇮🇩",5
Mantap,5
bagus,5
"baguss, tapi punya ku udh di update gabisa nge like sw aneh bukan? pdhl udh di update.",4
Aplikasi ini gak ada bokep nya🗿,1
Kenapa WhatsApp saya ini udah didaftarkan malah minta diundu lagi???apa masalhya tolong beri tahu,5
Mntap,4
Terima kasih,5
Mantap,5
Suka ngebag ni aplikasi perbaiki,5
Saya sangat suka WA ini,5
slalu okey.,5
Sangat bagus,5
Masih bisa menghubungi,5
Tolong kenapa meta ai saya belum ada,5
Di up2 mulu memo penuh nih,3
di aku knp belum ada fitur musik :((,3
Baik,5
"Halo tim WhatsApp jadi saya sudah mengunakan WhatsApp versi terbaru, tetap akun WhatsApp saya tidak muncul fitur efek panggilan video, atau fitur baru dari WhatsApp yang video call menggunakan efek/filter semoga akun saya cepat muncul",3
mantap,5
WA sekarang jadi jelek tolong update lagii dongg saya mau nambahin 1-20 kontak juga ke ban langsung update,1
guing up,5
aplikasi gak jels masak main. blokir² gak jelas,1
ehhehheh,5
BAGUS,5
Seseorang sudah melakukan wa saya tanpa izin melakukan tanpa izin ke group,5
Minta update mulu,1
Apk ini cukup bagus cuma kendalanya ada di banyak update + sinyal lagi gaada jadi mau nge WA teman itu susah karena WA nya sedang di update,5
Sangat membantu bgt !,5
baik,5
Kok saya belum bisa pitur buble chet nya ya tolong segerakan ada,4
"Kenapa sih padahal penyimpanan saya itu masih ada banyak ruang,tetapi setiap saya cas hp nya selalu terhapus.",1
sangat bagus,5
saya ingin sekali memakai WhatsApp Beta tapi sudah penuh,1
bagus banget buat kirim pesan ke teman atau keluarga mantep pol deh wa,5
💪,5
"Oh iya kenapa kalo HP kita te riset akun kita ilang gimana tu masalahnya di whatsapp gwe banyak teman"" Sama teman di grup hemm mohon bantuannya supaya akun w bisa di pakai lagi bre tolong ya",4
Bagus banget bisa berkomunikasi sama temen temen luar negeri ga lemot dan bagus banget,5
Babi kotol bujan lau,5
Wa sy koq blm ada fitur music'a..,4
"my phone number was hacked and not served well, but my email was only answered by a useless bot that couldn't solve the problem at all",1
"wa saya kena spam muluu, gara' apasii??? saya udh ganti no 2 kali",4
Bgus,5
Bagus,5
Jujur buat update kali ini aku ga suka banget 👎👎👎,5
Baik bagus,5
Ok,5
Stt wa kenapa jadi gini malah gk karuhan...tolong balikan kayak yg dulu lagi plisss 🙏,1
"Tolong perbaiki bug yg pesan suaranya dong, aku udah volume vull tapi jadi kecil suaranya terus hp mati cok jadi susah nih🙏",3
Ok,5
bagus,4
"Hallo pihak admin WhatsApp knp WhatsApp saya blum kebuka,,, tolong kembalikan WhatsApp saya karena saya blum pernah spam WhatsApp lainnya 🙏🙏🙏🙏",5
"banyak bug tiba"" keluar sendiri dan aplikasi berhenti tolong kalo ini bug benerin biar lancar",1
akun WhatsApp saya tiba-tiba diblokir karena spam padahal saya sudah memenuhi ketentuan layanan di WhatsApp mohon perbaiki masalah ini agar WhatsApp saya bisa digunakan kembali,1
Aplikasi tiba tiba reset tanpa alasan yg jelas sehingga chat penting hilang semua. Bahkan tidak bisa di restore,1
"kukira punya WhatsApp banyak yg ngechat atau ngajak jadian, ehh taunya kayak kuburan, bangkeee🤣",5
mending jangan pakai wa ini dah jelek bngt aku aja keriset tiba² data ilang semua mending busines aja pokonya jangan wa ini,1
Bagus,5
Terma kasih udah bisa di wastap,4
🔥😎,5
Lanjutan,5
WhatsApp ngatiman,5
wasap terlamnbat,3
"Nomor wa saya tidak bisa login melalui hp ini dengan alasan ""gunakan aplikasi wa resmi"" padahal saya telah menggunakan aplikasi resminya! Saat suda bisa login malah keluar lagi dengan alasan yang sama",1
bagus,5
Sangat menmuwaskan,5
👍,5
Akun saya Rosina saya ingin pakai wea ini,5
beri kemudahan pengguna baru,5
Tolong pulihkan akun saya secepatnya,1
good job,5
akun saya tidak dapat dipulihkan,1
Bagus sekali,5
Bagus banget,5
"kok skrng gabisa unduh status ,foto ,sama video ya pdhl penyimpanannya ga full , jaringannya jga baik",5
Asik,5
Tlong diperbaiki lagi klo disaat tlpon lama untuk berdering nya .,1
bagus,5
Nomor telepon tidak bisa di simpn,1
Masa tiba2 chat hilang semua aplikasi ga jelas,1
Sangat baik,4
mantap..bisa d mengerti mudah di mengerti,5
"Makin di-update makin banyak bug, sering kali ada pesan masuk tapi gak ada notifikasi ga ada bunyi, bahaya bisa menimbulkan kesalahpahaman bisa merusak hubungan",1
Nivio Sequeira,1
Tolong WhatsApp for android di buat mode dark mode (hitam) seperti WhatsApp for iPhone Agara enak saat malam hari nyaman di mata,5
"Udh bgus tp ad beberapa bug gtu lah, trus pas di masukin vid ke sw mlh burik, pdhl vid asliny mh hd + udh update wa berkali-kali tp fitur di wa aku masih kek yg ver lama pdhl udh update",3
jelek,1
"Wa saya di blokir karena spam, gimana memperbaiki nya",5
Hp cepat penuh Mhn i cony,2
seru bisa chat ing ke orang jauh,5
Cara memunculkan meta al,5
untuk hape Poco kok belum menerima update status WA pakai musik??,3
Ok,5
sangat bagus,5
"Aplikasi Yang Membantu Mudah Dipakai, Server Juga Lancar, Wajar Saja Kalau Kadang Ada Gangguan. Tapi Untuk Fitur Dan Lainya Sudah Bagus Terima Kasih.",5
Sangat puas,5
Bagus,5
Ini kena selalu kena spam yh akun saya tolong di perbaiki duluh Whatsapp nya mengecewakan,1
1000000 se gitu karna penting bangrt,5
malah ceklis 1 padahal online sama bisa vc,1
Sunggu terbaik bagi yang menggunakan nya,5
Aplikasi ini lumayan lah bagus cuma aga suka ngelag dikit tapi gak papa Saya kasih bintang 5 terimakasih delover,5
Enak di pakai kerja,5
pake filter donk,5
Kurang,3
"Terenkripsi end to end,,mudah komunikasi.",5
kereeeeeen abia,5
Aplikasi hebat,5
bgus,5
Bagus¹⁰,5
Baik,5
Bantu banget,5
kerja,5
tolong tambahkan aktivitas seperti sedang mendengarkan musik,5
Knp akun wa aku ke spam terus tololng jelasin cara mengatasi ny,1
Bagus,1
mantap,5
tolong aktifkan ai saya di WhatsApp meta l,5
Ok,5
Seruuu,5
Tong balikin aku yang lama Dong whatsapp long doong,5
🔥🔥👌👌,5
Bagus,5
WhatsApp saya slalu kenak spam,1
Saya menghargainya,5
"mau ss foto profil orang untuk bukti, malah gak bisa wkwwkwk",1
Dikid 😃,5
Knp punya ku GK bisa like status di wa,5
Bagus sih tapi dlownot nya lama banget Aku kasih bintang empat aja,4
Bagus ajh lh,5
Aplikasi yg bagus,3
best pokonya tapi aku blm ada META AI sama BUBBLE CHAT.....,5
bagus kokk .,5
lebih dari dua,5
Sangat memudahkan buat aktivitas sehari-hari,5
Bagus,5
SUSAH SEKALI NERIMA KODE OTP BUAT LOGIN ULANGNYA,1
Di Di Di Di Yang,5
aku suka karena sekarang wa sangat aman dan terjaga,5
"kenapa kalo login selalu kena spam, nomor ini tidak dapat login karena spam, pdhl nomor baru woiii",1
Jelas suara,5
"KENAPA SIH SERING NGERISET CHAT WA KU TIBA TIBA, GAJELAS MANA BANYAK CHAT PENTING DI DALEM NYA, UDAH BERKALI KALI TIBA TIBA DIRISET WA!!!!",1
Kenapa status/snap WA jadi acak acakan..,3
min ko gua kaga ad fitur musik nya distatus wa saya😭,1
"Selama ini udah oke lah, tapi tolong tambahin fitur edit story please.. aku yang sering typo jd suka hapus trs repost cuma buat perbaikin caption doang😭🙏",5
bagus,4
rilis in dong tema nyaa,5
Sangat membantu,3
Bagus,5
Cukup bgus,5
kok wa saya bug ya?,5
Kenapa tiba-tiba hilang yah atau kena banned nih wa saya . Mau masukin lagi susah kacau sekarang mah,1
Bagus,5
Sangat bermanfaat,5
mantap,2
mohon dibantu tidak bisa upload video di status whastapp,5
mantapop,5
"ngirim vidio aja lemot,pas ngirim vidio ada tulisan format file tidak didukung",2
Kena band spam terus pdhal GK ngapa ngapain 🗿🗿,1
Ini aplikasi sangat bagus dan aesthetics,5
bagus,5
Nga bisa,5
Bagus sangat membantu bagi saya,4
membantu kirim pesan,5
jozzz👍👍,5
"biar bs ss profil lah, mw bikin konten jir",2
story org gda jamnya ditambah akun sendiri bikin story bln ada 24jam udah kehapus sendiri. sering terjadi mohon perbaikannya‼️‼️‼️,1
♥️♥️♥️,5
Tidak suka dengan versi sekrang,1
"WhatsApp telah membantu saya dalam menyelesaikan, pekerjaan di dalam rumah maupun di luar rumah",5
Nuneri uni,5
Anehhh muter3 mulu,4
bagi2 info keteman,5
Developer tolong ini diperbaiki saat saya membuat status kok burem tolong diperbaiki lagi dan tingkat kan sampaii HD,4
Mantapp,5
bagus banget,5
sangat menyenang kan,5
musingin,3
WhatsApp sekarang kok ke riset terus-terusan,5
Bagus,4
Oke,5
"buat wa semakin aqret semakin ga jelas, notif ga muncul, kalo mau masuk wa baru muncul pesan ya kecewa",1
Bagus,5
Sangat bagus,5
"tolong ya buat WhatsApp, hapuss sistem foto sekali lihat karna saya tidak bisa menyimpan foto dari seseorang...",5
Ko g BSA masuk ke wa biasa sih,5
Aku hanya bisa pasrah,2
"𝑏𝑎𝑔𝑢𝑠𝑠𝑠 𝑏𝑎𝑛𝑔𝑒𝑡𝑡𝑡𝑡 𝑡𝑟𝑖𝑚𝑎𝑘𝑎𝑠𝑖ℎℎ 𝑦𝑎ℎℎℎ 𝑎𝑝𝑙𝑖𝑘𝑎𝑠𝑖 𝑖𝑛𝑖 𝑠𝑎𝑛𝑔𝑎𝑡 𝑚𝑒𝑚𝑏𝑎𝑛𝑡𝑢, 𝑡𝑎𝑝𝑖 𝑎𝑝𝑙𝑖𝑘𝑎𝑠𝑖 𝑖𝑛𝑖 ℎ𝑟𝑢𝑠 𝑑𝑖 𝑎𝑓𝑑𝑎𝑡𝑒 𝑡𝑟𝑢𝑠 𝑚𝑟𝑒𝑛𝑒𝑟𝑢𝑠",5
di aku blm ada meta ai sama fitur penyebutan dan respost ulang story,3
Bagus,5
bagus sekali,5
Bagus,5
Bagus,5
WaBagus menurur sya mantap berguna sekali WA.,5
kenapa tiba2 kena spam. padahal hp di tinggal kerja.. tolong bantu saya,2
Belum muncul meta AI nyaa,2
sudah di update malah ga update hadeh gmna sih,1
Whatsapp,5
Aplikasi terbaik👍💯,5
Enak menyambung komunikasi,4
"Baru 9 hari yg lalu update,, sekarang udah di suruh update LG..lama"" gua hapus aplikasi ini",1
MARSELUS AGAPA,5
Not bad,4
Terbaik,5
kenapa ga bisa buka wa ya,1
Sangat bagus,5
ilangin fitur love sw ga seru!!!,1
Baik,5
Mantap,5
Jelek bangeeet! Tapi boong,5
WhatApp yg di pakai gak bisa di buka,1
"aplasih bagus tapi rusak kadang bisa tiba tiba kena spam , kdang kena blokir wa",3
punya saya ttp gabisa pake musik sudah update juga,1
itu WhatsApp bagus banget fitur nya yg ada di sana,5
sangat baik,5
"mungkin saya satu-satunya user whatsapp yang ingin uninstall whatsapp, update UI pada aplikasi whatsapp baru-baru ini membuat saya tidak nyaman terutama pada tampilan story, sebelum saya sudah tidak nyaman dengan adanya saluran/chanel di aplikasi whatsapp, saya pikir meta benar-benar akan membuat semua UI dengan tampilan yang sama pada semua platformnya dan itu sangat tidak kreatif, bintang satu untuk whatsapp tahun ini.",1
Aplikasi ini sangat keren saat vc aa fitur filter nya,5
pengiriman cepat,5
Tolong kembalikan ui galeri seperti dulu. galeri sekarang tidak menampilkan semua folder yang ada,1
Oke,5
Sangat bagus dan luar biasa sangat membantu kami,5
Wasapmseger,5
"Aplikasi tidak berguna, knp? Karena crush gue g pernah chat🗿",5
Kerja kebun,5
sangat wow,5
Mantap,5
Sangat kecewa,2
Jangan beri saya updet melulu min,4
Aplikasi sangat membantu,5
fitur warna chet tidak ada,1
"gk bisa pasang status vidio, katany format file tidak di dukung, knp ini",1
kenapa watsap saya kena spam trus.. solusi,5
L AQ h,1
Bagus,5
Ini WhatsApp yang ku kenal lebih banyak update tapi update status biar isi musik yaaa🥲🙏🏻,5
3 star cukup lah.. ini aplikasi lagi banyak sesalahan bug harus di perbaiki,3
Bermanfaat😁,5
Lelet instal,1
Sangat puas,5
Bagus ada stiker iPhone nya,5
Mntap,5
Y whatsapp,5
Kenapa status whatsapp sekarang.. tidak sesuai dengan yang terbaru ya... ? Biasa nya status whatsapp terbaru selalu paling atas.. skrng status whatsapp yg kemarin masih di atas dan yg terbaru berada di bawah? Kenapa ya? Tolong kasih lagu untuk bikin SW.,3
wa,5
Baik,3
kapan si WhatsApp Beta nya,3
bagus,5
Saya sudah lama menggunakan whatsapp tetapi beberapa hari ini kenapa whatsapp seperti error apa ada pencurian data dalam whatsapp karena mendadak nomor saya di blokir dan saya tidak dapat login / menggunakan whatsapp lagi . Tertulis bahwa aplikasi tidak resmi,1
"Singkat ajh apk penting buat chat/w,a Orang yg jauh dan komunikasi juga deh tpi aku mau bug nya di perbaiki kyk keluar sendiri, lama loadingnya Klo kirim vidio/foto",3
Sangat baik,5
Terus bagaimana A,3
Bagus,5
"Bagus bangett dan bisa penuhi apapun dan aku tolong punya ku yang tema nya bisa ganti warna lain,🙏🏻",5
Mantap,5
Sangat baik,5
gda fitur musik nih padahal uda update ver terbaruu,1
"JADI NGEBUG PARAH,gabisa kirim foto atau video atau story chtan pun ga kekirim pdhl sinyal baguss pls tolong perbaiki",1
Suara hpnya kadang kadang ilang suara,5
Sangat bermanfaat,5
Sangat baik sekali,5
"WhatsApp meta memiliki kualitas buruk karena ada peraturan dia tidak tertera telah melihat status saya, saya kecewa Saya harap WhatsApp menghapus peraturan melihat status orang yang tersembunyi karena ini sangat menjengkelkan.",1
Kode ferifikasi susah dan ribet,1
Good,5
wastap mang sangat praltia,2
Bgus,5
ok,5
Wa saya knpa ya vn suara ya TDK ad keluar tolong dong wa jgn gini😭😭😭😭😭😭😭,1
Berguna,3
bagusss... I LOVE IT VERRY MUCH cumann kadang ngelagg,5
Got my ai,5
Balikin wa saya kok tiba2 di blokir,5
Okeh aplikasi nya. Sangat memudahkan untuk berkomunikasi,5
good,5
Wow,5
ini meta AI saya ga muncul muncul kenapa ya terus filter di kamera ketika vc juga ga ada,4
bagus,5
Sulit update,1
Bagus,5
Sngat bagus,5
mampat dan bergina,5
Sayangnya akun suka ke blokir,5
Kok makin lama WhatsApp sering kali update nya ya?,1
wa nya mantap,5
sangat bagus fiturnya dan boleh dintambhkan dengan musiknya.,5
Aman dan terpercaya mantap,5
Memuaskan,5
bagus,5
mantap👍🏻,4
"Abis diperbaharui malah aneh, tampilan pas memangil nya ga bagus",3
Nadak bisa gandakan,3
saya blom tau ni bagus apa nggaknya,5
"Saya tidak terlalu suka dengan fitur draf, saya harap bisa untuk membuat fitur ini menjadi opsional.",2
bagus tapi menurut saya fitur fitur nya lebih dibanyakinn lagii yaaaaa WhatsApp is the besttt,5
"Tolong akun saya selalu di laporkan spam, padahal saya tidak pernah spam dalam bentuk apapun, tolong tinjau akun saya atau akun lain banyak juga terkena seperti ini",3
Good,5
BAGUSS!,5
buat telfon keluar jangan ganggu,5
Ngebug,2
tidak bisa masuk,1
kualitas status sangat jelek,1
Woe WA tai ngapa si nelfon eror mlu tlol,2
nggak bisa dibukak whatsap nya,1
good bagus,5
Whatsapp bermasalah,5
"Tingkatkan lagi ,pembaharuanya",5
terimakasih,5
Aplikasi berguna bagi umat manusia. cuma sayang nya punya aku gak ada fitur efek nya kalo Vidio call,5
Gabu,5
"Kenapa wa saya sering di blokir karena pdahal saya tidak pernah melakukan caht yang aneh ,,mohon untuk ditinjau pihak WhatsApp",1
Sangat bagus untuk komunikasi,5
"Bang, mana fitur lagunya. Kok saya belum dapat?🗿",5
Ok,5
mantap,5
Sangat puas akn apk ini,5
Bagus,5
Aku hanya minta kode plis,3
ini bisa untuk chat tan sama orang dan fitur nya bagus juga aku kasih bintang 5,5
Terbantu,4
Wa ku di bajak,5
Meta ai nya gabisa digunakan,1
Sangat membantu,5
"Saya sangat berharap wa menggunakan sistem pin sebagai no kontak nya, seperti jaman BBM dulu.",4
puas,5
Seruuu,5
Meta AI yo kunai,1
Bagus,5
"Chet biasa gk muncul di diatas, kalau kita di luar aplikasi",3
Tak lebur Patek,5
👍,5
Sangat b,5
Kenapa di blokir nomor saya,3
"Aplikasi saya saja apa semua sama ya? Putar Video di whatsApp, muter terus , ga bisa ke buka-buka, tapi foto bisa",5
"untuk update selanjutnya,tolong siapapun tidak bisa men-capture/screenshot status whatsapp kita.",4
appk. ya tahan lama tidak mudah terkena blokiran oke mantep,5
Gacor abis,5
Knp aku nga ada meta al nya,1
Tolong dibantu untuk membuka watssap dan beberapa perangkat lainnya,2
Sudah di update tambah jelekkkkkkkkkkkkk bukan tambah Bagus,2
Update story jadi pecah dan burik padahal ada fitur HD,3
"Makin update makin ga jelas, buat vc suaranya patah patah sama vidionya",1
Bagus sekali,5
Bagus untuk komunikasi,5
Bainm,5
Ok,5
moa,5
saya cabak dulu klok sudah bagus nati saya kasih ful bitang,1
Apalah tadi pagi tiba-tiba error trus pas dibuka semua chat ku ilang. Nyoba segala cara biar balik tetap aja ga bisa.,1
tolong kenapa whatsapp saya tidak bisa menggunakan fitur filter setiap melakukan panggilan video call tolong perbaiki lgi aplikasi agar penggunaan HP yg merek lain nyaman terimakasih atas perhatian nya,1
"Hallo, WhatsApp sedang eror saya tidak dapat menambah anggota ke grup, mohon segera di perbaiki, terimakasih",1
Mantap,5
Sangat membantu,5
Ajat,1
suka,5
Knp wa skrng lebih lelet biasa nya cpt pesan terkirim ini nunggu lama bener,1
"apk lo tuh tukang nge bug, nge upload/hapus story aja ampe loading gak kelar kelar sampai muncul tulisan ""failed"". hell nahw",3
WA nya mudah sekali kena hack..dan susah untuk d ambil sedangan nomor nya ada cman wa ny d hack sama orang tidak bertanggung jawab.chat via email Admin WA Ga balas!,1
yang lain udah pada ada musiknya punyaku belom ada padal udah update agak lain emang whatsapp ini lama lama,2
Aplikasi ini sangat berguna,5
nge bug woi wa,5
Bagus,5
Washap AI BELUM MUNCUL,4
Mantan,5
Ribet,5
Agak delay ketika angkat telpon.,3
sangat bagus untuk dipakai berkomunikasi dengan orang lain,5
Baik aku suka,1
Punya saya harus wa resmi.emang ini wa apa?,1
Good Apply,5
EHHH KO GAADA EFEKNYA AKUUU,5
Sudah update berkali* tpj fitur musiknya nggak aktif di aku,4
sip mantap ok 👍👍👍👍👍,5
"perbaiki grafik vidionya, up story vidio pecah",2
Kenapa wa sya di blok padahal saya nggak melakukan tindakan yg melenceng??,1
Paujan elang ELang sor,5
"Wa sekarang ribet, masa pas mau login kode Verifikasi tidak dapat diterima padahal kartunya masih aktif disuruh nunggu 24 jam Udah 2 hari ditungguin masih sama tidak dapat menerima kode Verifikasi nya mohon bantuannya",1
anjay,4
siip,5
😍,5
"kenapa lama"" kya ig 🤔",3
ini mana meta AI ku😭😭,4
Anying kebanyakan update jadi susah di pake,1
Kerennnnn seperti instagram,5
"sering banget ngebag wa nya trus posisi story tidak pas,tolong di perbaiki lagi",3
Fine,5
Sangat berguna,5
Ok,5
bisa Hubungi pacar Aplikasi Bagus,5
Maaf tapi saya lagi ada masalah nomor wa saya telah di bajak seseorang dan di pakai untuk minjam uang ke orang orang yang saya miliki di kontak saya tolong perbaikan 🙏,1
Saya suka dengan whatsApo karena saya bisa berkomunikasi sengan senang,5
Terserah gua,1
"setiap update status di wa kenapa jadi belurr yah, padahal saya memakai kualitas video 4k.",2
baik,5
Kenapa tidak bisa menambahkan anggota kedalam grup dengan jumlah lebih dari 100 anggota sekaligus,2
"min,ini kok belom bisa make beta tester ya?",4
apk nya sangat bagus untuk berbisnis💪🏻🫶,5
Kenapa WhatsApp semakin lama semakin jelek iya padahal saya tidak melakukan pelanggaran spam kenapa ada pelanggaran spam setelah itu ditunggu 24 jam terverifikasi pas dicoba lagi tinggal suruh instal apk resmi saya sudah instal resmi dari playstore kenapa tetap tidak bisa,1
"bagus,tapi kenapa gw ga ada ditur music🗿",4
Bagus app ya,5
Aku ksihan sama aplikasi ini kase aplkasi ini sat bagus dan bagus untu ber komonikasi dg teman atau dg keluarga yg jau,5
Bagus,5
sangat muaskan,5
Bagus,5
"Haloo Whatsap saya ingin memberi tahukan bahwa Whatsap sya belum ada tomboll musik d stori atau status sya,jdi saya ingin agar segera memperbaiki segera Whatsap saya ini",5
Ok,5
rawan kenon padahal Whatsap saya tidak menggunakan pihak ketiga atau bot padahal saya tidak ngapa ngapain tapi kenon,1
"sebenarnya bagus cumnn minta tolong kenapa yah story' GK bisa di hpus padlh bgus jringan dan GK bisa bikin story' baru jdi di perbgus lgi yah,🙏",3
Bagus tapi di realme kapan meta ai nyaa😭,5
Ok deh buat kamu,3
Oke banget,5
Bagus,4
kadang pas telpon orang jaringan bagus tapi Koo tulisannya menghubungkan ulang aneh,3
"bagus, hebat, mantap",5
Tambahkan pengaturan pilihan resolusi video untuk status agar membuat video tidak buram.Noted:Resolusi nya bisa dari 360-720 atau 360-1080.,4
"Saya merasa dirugikan. Saya kurir. Berkaitan dengan customer dan harus via wa untuk menghubungi tetapi tiba"" diblokir karena spam . gimana ini otaknya admin",1
Bagus,4
sepi gak ada yang chat,3
Oke,2
Ok,5
ahi pengobatan alternatif(BEKAM&PIJAT SYARAF&THT . ....,5
gilaakkk bagussss cuyyyy,5
Sangat nyaman,5
👍,4
"Aplikasi ini sangat berguna untuk berkomunikasi dengan teman/keluarga dari jauh atau dekat,dan tidak ada masalah sama sekali👍🏻👍🏻👍🏻",5
